# INFO: GOES 1 min ephemeris
# SAT: GOES6
# DATE: 19890313
#                    UTC     Lat (deg)     Lon (deg)      Rad (Re)
1989-03-13T00:51:00.000000Z    -0.83231828    -104.90032783     6.61179251
1989-03-13T00:52:00.000000Z    -0.82474575    -104.90048963     6.61179026
1989-03-13T00:53:00.000000Z    -0.81715744    -104.90065221     6.61178799
1989-03-13T00:54:00.000000Z    -0.80955350    -104.90081556     6.61178571
1989-03-13T00:55:00.000000Z    -0.80193408    -104.90097968     6.61178342
1989-03-13T00:56:00.000000Z    -0.79429932    -104.90114456     6.61178111
1989-03-13T00:57:00.000000Z    -0.78664937    -104.90131020     6.61177879
1989-03-13T00:58:00.000000Z    -0.77898437    -104.90147658     6.61177646
1989-03-13T00:59:00.000000Z    -0.77130448    -104.90164369     6.61177411
1989-03-13T01:00:00.000000Z    -0.76360983    -104.90181153     6.61177175
1989-03-13T01:01:00.000000Z    -0.75590058    -104.90198009     6.61176937
1989-03-13T01:02:00.000000Z    -0.74817686    -104.90214936     6.61176698
1989-03-13T01:03:00.000000Z    -0.74043883    -104.90231933     6.61176458
1989-03-13T01:04:00.000000Z    -0.73268665    -104.90248999     6.61176216
1989-03-13T01:05:00.000000Z    -0.72492045    -104.90266134     6.61175973
1989-03-13T01:06:00.000000Z    -0.71714038    -104.90283337     6.61175729
1989-03-13T01:07:00.000000Z    -0.70934659    -104.90300606     6.61175483
1989-03-13T01:08:00.000000Z    -0.70153924    -104.90317941     6.61175236
1989-03-13T01:09:00.000000Z    -0.69371846    -104.90335341     6.61174988
1989-03-13T01:10:00.000000Z    -0.68588442    -104.90352806     6.61174738
1989-03-13T01:11:00.000000Z    -0.67803725    -104.90370333     6.61174487
1989-03-13T01:12:00.000000Z    -0.67017712    -104.90387923     6.61174235
1989-03-13T01:13:00.000000Z    -0.66230416    -104.90405574     6.61173982
1989-03-13T01:14:00.000000Z    -0.65441853    -104.90423285     6.61173727
1989-03-13T01:15:00.000000Z    -0.64652038    -104.90441057     6.61173471
1989-03-13T01:16:00.000000Z    -0.63860987    -104.90458886     6.61173213
1989-03-13T01:17:00.000000Z    -0.63068714    -104.90476774     6.61172955
1989-03-13T01:18:00.000000Z    -0.62275234    -104.90494718     6.61172695
1989-03-13T01:19:00.000000Z    -0.61480563    -104.90512718     6.61172433
1989-03-13T01:20:00.000000Z    -0.60684715    -104.90530772     6.61172171
1989-03-13T01:21:00.000000Z    -0.59887707    -104.90548881     6.61171907
1989-03-13T01:22:00.000000Z    -0.59089552    -104.90567043     6.61171642
1989-03-13T01:23:00.000000Z    -0.58290267    -104.90585256     6.61171376
1989-03-13T01:24:00.000000Z    -0.57489867    -104.90603521     6.61171108
1989-03-13T01:25:00.000000Z    -0.56688366    -104.90621835     6.61170840
1989-03-13T01:26:00.000000Z    -0.55885781    -104.90640199     6.61170570
1989-03-13T01:27:00.000000Z    -0.55082127    -104.90658611     6.61170298
1989-03-13T01:28:00.000000Z    -0.54277419    -104.90677070     6.61170026
1989-03-13T01:29:00.000000Z    -0.53471672    -104.90695575     6.61169752
1989-03-13T01:30:00.000000Z    -0.52664901    -104.90714125     6.61169477
1989-03-13T01:31:00.000000Z    -0.51857123    -104.90732719     6.61169201
1989-03-13T01:32:00.000000Z    -0.51048353    -104.90751356     6.61168924
1989-03-13T01:33:00.000000Z    -0.50238605    -104.90770035     6.61168645
1989-03-13T01:34:00.000000Z    -0.49427896    -104.90788755     6.61168366
1989-03-13T01:35:00.000000Z    -0.48616241    -104.90807516     6.61168085
1989-03-13T01:36:00.000000Z    -0.47803655    -104.90826315     6.61167803
1989-03-13T01:37:00.000000Z    -0.46990154    -104.90845152     6.61167520
1989-03-13T01:38:00.000000Z    -0.46175754    -104.90864027     6.61167235
1989-03-13T01:39:00.000000Z    -0.45360471    -104.90882937     6.61166950
1989-03-13T01:40:00.000000Z    -0.44544318    -104.90901882     6.61166663
1989-03-13T01:41:00.000000Z    -0.43727314    -104.90920861     6.61166375
1989-03-13T01:42:00.000000Z    -0.42909472    -104.90939872     6.61166086
1989-03-13T01:43:00.000000Z    -0.42090808    -104.90958916     6.61165796
1989-03-13T01:44:00.000000Z    -0.41271339    -104.90977990     6.61165504
1989-03-13T01:45:00.000000Z    -0.40451079    -104.90997093     6.61165212
1989-03-13T01:46:00.000000Z    -0.39630045    -104.91016225     6.61164918
1989-03-13T01:47:00.000000Z    -0.38808252    -104.91035385     6.61164623
1989-03-13T01:48:00.000000Z    -0.37985716    -104.91054571     6.61164327
1989-03-13T01:49:00.000000Z    -0.37162452    -104.91073782     6.61164030
1989-03-13T01:50:00.000000Z    -0.36338477    -104.91093018     6.61163732
1989-03-13T01:51:00.000000Z    -0.35513806    -104.91112276     6.61163433
1989-03-13T01:52:00.000000Z    -0.34688455    -104.91131557     6.61163133
1989-03-13T01:53:00.000000Z    -0.33862439    -104.91150859     6.61162832
1989-03-13T01:54:00.000000Z    -0.33035775    -104.91170181     6.61162529
1989-03-13T01:55:00.000000Z    -0.32208477    -104.91189521     6.61162226
1989-03-13T01:56:00.000000Z    -0.31380563    -104.91208880     6.61161921
1989-03-13T01:57:00.000000Z    -0.30552047    -104.91228254     6.61161615
1989-03-13T01:58:00.000000Z    -0.29722946    -104.91247645     6.61161309
1989-03-13T01:59:00.000000Z    -0.28893275    -104.91267050     6.61161001
1989-03-13T02:00:00.000000Z    -0.28063051    -104.91286468     6.61160692
1989-03-13T02:01:00.000000Z    -0.27232288    -104.91305898     6.61160382
1989-03-13T02:02:00.000000Z    -0.26401004    -104.91325340     6.61160071
1989-03-13T02:03:00.000000Z    -0.25569214    -104.91344791     6.61159759
1989-03-13T02:04:00.000000Z    -0.24736933    -104.91364251     6.61159446
1989-03-13T02:05:00.000000Z    -0.23904178    -104.91383719     6.61159132
1989-03-13T02:06:00.000000Z    -0.23070965    -104.91403194     6.61158817
1989-03-13T02:07:00.000000Z    -0.22237309    -104.91422674     6.61158501
1989-03-13T02:08:00.000000Z    -0.21403226    -104.91442159     6.61158184
1989-03-13T02:09:00.000000Z    -0.20568733    -104.91461647     6.61157866
1989-03-13T02:10:00.000000Z    -0.19733844    -104.91481137     6.61157547
1989-03-13T02:11:00.000000Z    -0.18898578    -104.91500628     6.61157227
1989-03-13T02:12:00.000000Z    -0.18062948    -104.91520119     6.61156906
1989-03-13T02:13:00.000000Z    -0.17226972    -104.91539609     6.61156584
1989-03-13T02:14:00.000000Z    -0.16390664    -104.91559096     6.61156261
1989-03-13T02:15:00.000000Z    -0.15554042    -104.91578580     6.61155938
1989-03-13T02:16:00.000000Z    -0.14717121    -104.91598060     6.61155613
1989-03-13T02:17:00.000000Z    -0.13879917    -104.91617533     6.61155287
1989-03-13T02:18:00.000000Z    -0.13042446    -104.91637000     6.61154960
1989-03-13T02:19:00.000000Z    -0.12204724    -104.91656458     6.61154633
1989-03-13T02:20:00.000000Z    -0.11366767    -104.91675908     6.61154304
1989-03-13T02:21:00.000000Z    -0.10528591    -104.91695347     6.61153975
1989-03-13T02:22:00.000000Z    -0.09690212    -104.91714775     6.61153644
1989-03-13T02:23:00.000000Z    -0.08851646    -104.91734190     6.61153313
1989-03-13T02:24:00.000000Z    -0.08012910    -104.91753591     6.61152981
1989-03-13T02:25:00.000000Z    -0.07174018    -104.91772978     6.61152648
1989-03-13T02:26:00.000000Z    -0.06334988    -104.91792348     6.61152314
1989-03-13T02:27:00.000000Z    -0.05495835    -104.91811702     6.61151979
1989-03-13T02:28:00.000000Z    -0.04656575    -104.91831037     6.61151643
1989-03-13T02:29:00.000000Z    -0.03817225    -104.91850352     6.61151306
1989-03-13T02:30:00.000000Z    -0.02977800    -104.91869647     6.61150969
1989-03-13T02:31:00.000000Z    -0.02138316    -104.91888921     6.61150631
1989-03-13T02:32:00.000000Z    -0.01298788    -104.91908172     6.61150291
1989-03-13T02:33:00.000000Z    -0.00459235    -104.91927398     6.61149951
1989-03-13T02:34:00.000000Z     0.00380328    -104.91946600     6.61149611
1989-03-13T02:35:00.000000Z     0.01219887    -104.91965775     6.61149269
1989-03-13T02:36:00.000000Z     0.02059423    -104.91984923     6.61148926
1989-03-13T02:37:00.000000Z     0.02898922    -104.92004042     6.61148583
1989-03-13T02:38:00.000000Z     0.03738368    -104.92023132     6.61148239
1989-03-13T02:39:00.000000Z     0.04577744    -104.92042191     6.61147894
1989-03-13T02:40:00.000000Z     0.05417034    -104.92061218     6.61147548
1989-03-13T02:41:00.000000Z     0.06256223    -104.92080211     6.61147202
1989-03-13T02:42:00.000000Z     0.07095293    -104.92099171     6.61146854
1989-03-13T02:43:00.000000Z     0.07934230    -104.92118095     6.61146506
1989-03-13T02:44:00.000000Z     0.08773018    -104.92136983     6.61146157
1989-03-13T02:45:00.000000Z     0.09611639    -104.92155833     6.61145808
1989-03-13T02:46:00.000000Z     0.10450079    -104.92174645     6.61145457
1989-03-13T02:47:00.000000Z     0.11288321    -104.92193416     6.61145106
1989-03-13T02:48:00.000000Z     0.12126348    -104.92212147     6.61144754
1989-03-13T02:49:00.000000Z     0.12964146    -104.92230836     6.61144402
1989-03-13T02:50:00.000000Z     0.13801698    -104.92249481     6.61144048
1989-03-13T02:51:00.000000Z     0.14638988    -104.92268082     6.61143694
1989-03-13T02:52:00.000000Z     0.15476000    -104.92286637     6.61143339
1989-03-13T02:53:00.000000Z     0.16312718    -104.92305146     6.61142984
1989-03-13T02:54:00.000000Z     0.17149126    -104.92323608     6.61142628
1989-03-13T02:55:00.000000Z     0.17985209    -104.92342020     6.61142271
1989-03-13T02:56:00.000000Z     0.18820950    -104.92360382     6.61141913
1989-03-13T02:57:00.000000Z     0.19656332    -104.92378694     6.61141555
1989-03-13T02:58:00.000000Z     0.20491341    -104.92396953     6.61141196
1989-03-13T02:59:00.000000Z     0.21325960    -104.92415159     6.61140836
1989-03-13T03:00:00.000000Z     0.22160174    -104.92433311     6.61140476
1989-03-13T03:01:00.000000Z     0.22993965    -104.92451407     6.61140115
1989-03-13T03:02:00.000000Z     0.23827320    -104.92469447     6.61139753
1989-03-13T03:03:00.000000Z     0.24660220    -104.92487429     6.61139391
1989-03-13T03:04:00.000000Z     0.25492652    -104.92505353     6.61139028
1989-03-13T03:05:00.000000Z     0.26324597    -104.92523216     6.61138665
1989-03-13T03:06:00.000000Z     0.27156043    -104.92541019     6.61138300
1989-03-13T03:07:00.000000Z     0.27986970    -104.92558760     6.61137936
1989-03-13T03:08:00.000000Z     0.28817365    -104.92576437     6.61137570
1989-03-13T03:09:00.000000Z     0.29647211    -104.92594051     6.61137204
1989-03-13T03:10:00.000000Z     0.30476492    -104.92611599     6.61136838
1989-03-13T03:11:00.000000Z     0.31305192    -104.92629081     6.61136471
1989-03-13T03:12:00.000000Z     0.32133296    -104.92646496     6.61136103
1989-03-13T03:13:00.000000Z     0.32960788    -104.92663843     6.61135735
1989-03-13T03:14:00.000000Z     0.33787651    -104.92681120     6.61135366
1989-03-13T03:15:00.000000Z     0.34613871    -104.92698326     6.61134996
1989-03-13T03:16:00.000000Z     0.35439431    -104.92715461     6.61134626
1989-03-13T03:17:00.000000Z     0.36264317    -104.92732523     6.61134256
1989-03-13T03:18:00.000000Z     0.37088510    -104.92749512     6.61133885
1989-03-13T03:19:00.000000Z     0.37911997    -104.92766426     6.61133513
1989-03-13T03:20:00.000000Z     0.38734761    -104.92783264     6.61133141
1989-03-13T03:21:00.000000Z     0.39556786    -104.92800026     6.61132768
1989-03-13T03:22:00.000000Z     0.40378057    -104.92816710     6.61132395
1989-03-13T03:23:00.000000Z     0.41198559    -104.92833315     6.61132022
1989-03-13T03:24:00.000000Z     0.42018275    -104.92849840     6.61131648
1989-03-13T03:25:00.000000Z     0.42837190    -104.92866284     6.61131273
1989-03-13T03:26:00.000000Z     0.43655287    -104.92882647     6.61130898
1989-03-13T03:27:00.000000Z     0.44472553    -104.92898927     6.61130522
1989-03-13T03:28:00.000000Z     0.45288970    -104.92915123     6.61130146
1989-03-13T03:29:00.000000Z     0.46104524    -104.92931234     6.61129770
1989-03-13T03:30:00.000000Z     0.46919198    -104.92947259     6.61129393
1989-03-13T03:31:00.000000Z     0.47732978    -104.92963197     6.61129015
1989-03-13T03:32:00.000000Z     0.48545847    -104.92979048     6.61128638
1989-03-13T03:33:00.000000Z     0.49357790    -104.92994810     6.61128259
1989-03-13T03:34:00.000000Z     0.50168791    -104.93010482     6.61127881
1989-03-13T03:35:00.000000Z     0.50978835    -104.93026064     6.61127502
1989-03-13T03:36:00.000000Z     0.51787907    -104.93041554     6.61127122
1989-03-13T03:37:00.000000Z     0.52595991    -104.93056951     6.61126742
1989-03-13T03:38:00.000000Z     0.53403072    -104.93072255     6.61126362
1989-03-13T03:39:00.000000Z     0.54209133    -104.93087464     6.61125981
1989-03-13T03:40:00.000000Z     0.55014161    -104.93102578     6.61125600
1989-03-13T03:41:00.000000Z     0.55818139    -104.93117596     6.61125219
1989-03-13T03:42:00.000000Z     0.56621051    -104.93132516     6.61124837
1989-03-13T03:43:00.000000Z     0.57422884    -104.93147338     6.61124455
1989-03-13T03:44:00.000000Z     0.58223620    -104.93162061     6.61124072
1989-03-13T03:45:00.000000Z     0.59023245    -104.93176684     6.61123689
1989-03-13T03:46:00.000000Z     0.59821745    -104.93191206     6.61123306
1989-03-13T03:47:00.000000Z     0.60619102    -104.93205626     6.61122923
1989-03-13T03:48:00.000000Z     0.61415303    -104.93219944     6.61122539
1989-03-13T03:49:00.000000Z     0.62210331    -104.93234158     6.61122155
1989-03-13T03:50:00.000000Z     0.63004172    -104.93248267     6.61121770
1989-03-13T03:51:00.000000Z     0.63796812    -104.93262271     6.61121385
1989-03-13T03:52:00.000000Z     0.64588233    -104.93276169     6.61121000
1989-03-13T03:53:00.000000Z     0.65378421    -104.93289960     6.61120615
1989-03-13T03:54:00.000000Z     0.66167362    -104.93303643     6.61120229
1989-03-13T03:55:00.000000Z     0.66955039    -104.93317217     6.61119844
1989-03-13T03:56:00.000000Z     0.67741439    -104.93330682     6.61119457
1989-03-13T03:57:00.000000Z     0.68526545    -104.93344036     6.61119071
1989-03-13T03:58:00.000000Z     0.69310343    -104.93357279     6.61118684
1989-03-13T03:59:00.000000Z     0.70092819    -104.93370410     6.61118298
1989-03-13T04:00:00.000000Z     0.70873956    -104.93383428     6.61117910
1989-03-13T04:01:00.000000Z     0.71653740    -104.93396332     6.61117523
1989-03-13T04:02:00.000000Z     0.72432157    -104.93409122     6.61117136
1989-03-13T04:03:00.000000Z     0.73209190    -104.93421796     6.61116748
1989-03-13T04:04:00.000000Z     0.73984826    -104.93434355     6.61116360
1989-03-13T04:05:00.000000Z     0.74759049    -104.93446796     6.61115972
1989-03-13T04:06:00.000000Z     0.75531845    -104.93459120     6.61115583
1989-03-13T04:07:00.000000Z     0.76303198    -104.93471326     6.61115195
1989-03-13T04:08:00.000000Z     0.77073095    -104.93483413     6.61114806
1989-03-13T04:09:00.000000Z     0.77841520    -104.93495379     6.61114417
1989-03-13T04:10:00.000000Z     0.78608459    -104.93507225     6.61114028
1989-03-13T04:11:00.000000Z     0.79373897    -104.93518950     6.61113639
1989-03-13T04:12:00.000000Z     0.80137819    -104.93530553     6.61113250
1989-03-13T04:13:00.000000Z     0.80900211    -104.93542032     6.61112860
1989-03-13T04:14:00.000000Z     0.81661059    -104.93553389     6.61112471
1989-03-13T04:15:00.000000Z     0.82420347    -104.93564621     6.61112081
1989-03-13T04:16:00.000000Z     0.83178061    -104.93575728     6.61111691
1989-03-13T04:17:00.000000Z     0.83934186    -104.93586710     6.61111301
1989-03-13T04:18:00.000000Z     0.84688709    -104.93597566     6.61110911
1989-03-13T04:19:00.000000Z     0.85441614    -104.93608294     6.61110521
1989-03-13T04:20:00.000000Z     0.86192887    -104.93618895     6.61110131
1989-03-13T04:21:00.000000Z     0.86942514    -104.93629368     6.61109741
1989-03-13T04:22:00.000000Z     0.87690481    -104.93639712     6.61109350
1989-03-13T04:23:00.000000Z     0.88436773    -104.93649926     6.61108960
1989-03-13T04:24:00.000000Z     0.89181376    -104.93660010     6.61108570
1989-03-13T04:25:00.000000Z     0.89924276    -104.93669964     6.61108179
1989-03-13T04:26:00.000000Z     0.90665458    -104.93679786     6.61107789
1989-03-13T04:27:00.000000Z     0.91404908    -104.93689476     6.61107398
1989-03-13T04:28:00.000000Z     0.92142613    -104.93699034     6.61107008
1989-03-13T04:29:00.000000Z     0.92878557    -104.93708458     6.61106617
1989-03-13T04:30:00.000000Z     0.93612727    -104.93717749     6.61106226
1989-03-13T04:31:00.000000Z     0.94345110    -104.93726905     6.61105836
1989-03-13T04:32:00.000000Z     0.95075689    -104.93735926     6.61105445
1989-03-13T04:33:00.000000Z     0.95804453    -104.93744812     6.61105055
1989-03-13T04:34:00.000000Z     0.96531387    -104.93753562     6.61104664
1989-03-13T04:35:00.000000Z     0.97256476    -104.93762176     6.61104273
1989-03-13T04:36:00.000000Z     0.97979708    -104.93770652     6.61103883
1989-03-13T04:37:00.000000Z     0.98701068    -104.93778991     6.61103492
1989-03-13T04:38:00.000000Z     0.99420543    -104.93787192     6.61103102
1989-03-13T04:39:00.000000Z     1.00138118    -104.93795254     6.61102712
1989-03-13T04:40:00.000000Z     1.00853779    -104.93803177     6.61102321
1989-03-13T04:41:00.000000Z     1.01567514    -104.93810961     6.61101931
1989-03-13T04:42:00.000000Z     1.02279309    -104.93818605     6.61101541
1989-03-13T04:43:00.000000Z     1.02989149    -104.93826108     6.61101151
1989-03-13T04:44:00.000000Z     1.03697022    -104.93833470     6.61100761
1989-03-13T04:45:00.000000Z     1.04402914    -104.93840691     6.61100371
1989-03-13T04:46:00.000000Z     1.05106810    -104.93847770     6.61099982
1989-03-13T04:47:00.000000Z     1.05808699    -104.93854707     6.61099592
1989-03-13T04:48:00.000000Z     1.06508566    -104.93861501     6.61099203
1989-03-13T04:49:00.000000Z     1.07206398    -104.93868152     6.61098813
1989-03-13T04:50:00.000000Z     1.07902181    -104.93874659     6.61098424
1989-03-13T04:51:00.000000Z     1.08595902    -104.93881023     6.61098035
1989-03-13T04:52:00.000000Z     1.09287548    -104.93887242     6.61097646
1989-03-13T04:53:00.000000Z     1.09977106    -104.93893317     6.61097257
1989-03-13T04:54:00.000000Z     1.10664563    -104.93899247     6.61096869
1989-03-13T04:55:00.000000Z     1.11349904    -104.93905031     6.61096480
1989-03-13T04:56:00.000000Z     1.12033118    -104.93910670     6.61096092
1989-03-13T04:57:00.000000Z     1.12714191    -104.93916162     6.61095704
1989-03-13T04:58:00.000000Z     1.13393110    -104.93921509     6.61095316
1989-03-13T04:59:00.000000Z     1.14069862    -104.93926708     6.61094929
1989-03-13T05:00:00.000000Z     1.14744434    -104.93931761     6.61094541
1989-03-13T05:01:00.000000Z     1.15416813    -104.93936666     6.61094154
1989-03-13T05:02:00.000000Z     1.16086987    -104.93941424     6.61093767
1989-03-13T05:03:00.000000Z     1.16754941    -104.93946034     6.61093381
1989-03-13T05:04:00.000000Z     1.17420665    -104.93950496     6.61092994
1989-03-13T05:05:00.000000Z     1.18084144    -104.93954809     6.61092608
1989-03-13T05:06:00.000000Z     1.18745366    -104.93958974     6.61092222
1989-03-13T05:07:00.000000Z     1.19404319    -104.93962990     6.61091836
1989-03-13T05:08:00.000000Z     1.20060989    -104.93966857     6.61091451
1989-03-13T05:09:00.000000Z     1.20715365    -104.93970575     6.61091066
1989-03-13T05:10:00.000000Z     1.21367434    -104.93974143     6.61090681
1989-03-13T05:11:00.000000Z     1.22017183    -104.93977561     6.61090297
1989-03-13T05:12:00.000000Z     1.22664599    -104.93980829     6.61089912
1989-03-13T05:13:00.000000Z     1.23309671    -104.93983948     6.61089528
1989-03-13T05:14:00.000000Z     1.23952386    -104.93986916     6.61089145
1989-03-13T05:15:00.000000Z     1.24592731    -104.93989734     6.61088762
1989-03-13T05:16:00.000000Z     1.25230695    -104.93992401     6.61088379
1989-03-13T05:17:00.000000Z     1.25866265    -104.93994917     6.61087996
1989-03-13T05:18:00.000000Z     1.26499429    -104.93997282     6.61087614
1989-03-13T05:19:00.000000Z     1.27130175    -104.93999497     6.61087232
1989-03-13T05:20:00.000000Z     1.27758490    -104.94001560     6.61086850
1989-03-13T05:21:00.000000Z     1.28384364    -104.94003473     6.61086469
1989-03-13T05:22:00.000000Z     1.29007783    -104.94005233     6.61086088
1989-03-13T05:23:00.000000Z     1.29628735    -104.94006843     6.61085708
1989-03-13T05:24:00.000000Z     1.30247210    -104.94008301     6.61085328
1989-03-13T05:25:00.000000Z     1.30863194    -104.94009608     6.61084948
1989-03-13T05:26:00.000000Z     1.31476677    -104.94010763     6.61084569
1989-03-13T05:27:00.000000Z     1.32087646    -104.94011767     6.61084191
1989-03-13T05:28:00.000000Z     1.32696089    -104.94012618     6.61083812
1989-03-13T05:29:00.000000Z     1.33301996    -104.94013319     6.61083434
1989-03-13T05:30:00.000000Z     1.33905354    -104.94013867     6.61083057
1989-03-13T05:31:00.000000Z     1.34506152    -104.94014264     6.61082680
1989-03-13T05:32:00.000000Z     1.35104379    -104.94014509     6.61082303
1989-03-13T05:33:00.000000Z     1.35700022    -104.94014603     6.61081927
1989-03-13T05:34:00.000000Z     1.36293070    -104.94014545     6.61081551
1989-03-13T05:35:00.000000Z     1.36883513    -104.94014335     6.61081176
1989-03-13T05:36:00.000000Z     1.37471338    -104.94013974     6.61080801
1989-03-13T05:37:00.000000Z     1.38056535    -104.94013462     6.61080427
1989-03-13T05:38:00.000000Z     1.38639092    -104.94012798     6.61080053
1989-03-13T05:39:00.000000Z     1.39218998    -104.94011983     6.61079680
1989-03-13T05:40:00.000000Z     1.39796241    -104.94011016     6.61079307
1989-03-13T05:41:00.000000Z     1.40370812    -104.94009898     6.61078935
1989-03-13T05:42:00.000000Z     1.40942699    -104.94008630     6.61078563
1989-03-13T05:43:00.000000Z     1.41511890    -104.94007210     6.61078192
1989-03-13T05:44:00.000000Z     1.42078376    -104.94005640     6.61077822
1989-03-13T05:45:00.000000Z     1.42642144    -104.94003918     6.61077451
1989-03-13T05:46:00.000000Z     1.43203184    -104.94002047     6.61077082
1989-03-13T05:47:00.000000Z     1.43761486    -104.94000025     6.61076713
1989-03-13T05:48:00.000000Z     1.44317039    -104.93997853     6.61076345
1989-03-13T05:49:00.000000Z     1.44869832    -104.93995531     6.61075977
1989-03-13T05:50:00.000000Z     1.45419855    -104.93993059     6.61075609
1989-03-13T05:51:00.000000Z     1.45967096    -104.93990437     6.61075243
1989-03-13T05:52:00.000000Z     1.46511546    -104.93987666     6.61074877
1989-03-13T05:53:00.000000Z     1.47053193    -104.93984746     6.61074511
1989-03-13T05:54:00.000000Z     1.47592029    -104.93981677     6.61074146
1989-03-13T05:55:00.000000Z     1.48128042    -104.93978459     6.61073782
1989-03-13T05:56:00.000000Z     1.48661221    -104.93975092     6.61073418
1989-03-13T05:57:00.000000Z     1.49191558    -104.93971577     6.61073055
1989-03-13T05:58:00.000000Z     1.49719040    -104.93967915     6.61072693
1989-03-13T05:59:00.000000Z     1.50243660    -104.93964104     6.61072331
1989-03-13T06:00:00.000000Z     1.50765405    -104.93960147     6.61071970
1989-03-13T06:01:00.000000Z     1.51284267    -104.93956042     6.61071609
1989-03-13T06:02:00.000000Z     1.51800236    -104.93951790     6.61071250
1989-03-13T06:03:00.000000Z     1.52313301    -104.93947392     6.61070891
1989-03-13T06:04:00.000000Z     1.52823452    -104.93942847     6.61070532
1989-03-13T06:05:00.000000Z     1.53330681    -104.93938157     6.61070174
1989-03-13T06:06:00.000000Z     1.53834976    -104.93933321     6.61069817
1989-03-13T06:07:00.000000Z     1.54336329    -104.93928340     6.61069461
1989-03-13T06:08:00.000000Z     1.54834730    -104.93923214     6.61069105
1989-03-13T06:09:00.000000Z     1.55330169    -104.93917944     6.61068750
